OrderID,Data,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200201,7/24/2023,C10126,Monitor,2,$674.90,146 Main St,Online,Shipped,TRK75607531,4,FREESHIP,Facebook,"$1,349.80"
ORD200202,7/25/2023,C36938,Monitor,3,$253.98,636 Main St,Credit Card,Cancelled,TRK52522904,3,SAVE10,Email,$761.94
ORD200203,7/26/2023,C99173,Printer,3,$356.84,172 Main St,Online,Shipped,TRK89849342,5,FREESHIP,Instagram,"$1,070.52"
ORD200204,7/27/2023,C99775,Laptop,4,$413.71,478 Main St,Gift Card,Cancelled,TRK21638425,9,,Facebook,"$1,654.84"
ORD200205,7/28/2023,C19266,Desk,3,$147.39,609 Main St,Debit Card,Returned,TRK58357269,3,WINTER15,Email,$442.17
ORD200206,7/29/2023,C31072,Laptop,4,$229.10,729 Main St,Gift Card,Returned,TRK77172975,8,,Email,$916.40
ORD200207,7/30/2023,C54595,Phone,1,$121.96,999 Main St,Debit Card,Delivered,TRK44416659,3,FREESHIP,Google,$121.96
ORD200208,7/31/2023,C87777,Desk,2,$408.32,597 Main St,Online,Shipped,TRK29003608,3,SAVE10,Facebook,$816.64
ORD200209,8/1/2023,C35854,Tablet,5,$187.97,706 Main St,Cash,Returned,TRK30615168,9,FREESHIP,Google,$939.85
ORD200210,8/2/2023,C93821,Chair,3,$358.48,513 Main St,Gift Card,Delivered,TRK10658539,7,FREESHIP,Facebook,"$1,075.44"
ORD200211,8/3/2023,C54390,Printer,3,$193.58,185 Main St,Gift Card,Pending,TRK83853742,7,WINTER15,Email,$580.74
ORD200212,8/4/2023,C53215,Monitor,1,$265.38,367 Main St,Credit Card,Cancelled,TRK34751835,6,SAVE10,Email,$265.38
ORD200213,8/5/2023,C71122,Laptop,1,$634.40,317 Main St,Cash,Cancelled,TRK54757882,6,,Email,$634.40
ORD200214,8/6/2023,C29483,Desk,4,$305.72,673 Main St,Online,Delivered,TRK89423603,5,FREESHIP,Facebook,"$1,222.88"
ORD200215,8/7/2023,C26767,Printer,1,$303.60,432 Main St,Cash,Shipped,TRK24585307,5,WINTER15,Facebook,$303.60
ORD200216,8/8/2023,C70492,Monitor,4,$496.00,811 Main St,Online,Cancelled,TRK84625405,8,,Google,"$1,984.00"
ORD200217,8/9/2023,C61549,Desk,4,$321.51,908 Main St,Cash,Returned,TRK65596914,9,SAVE10,Google,"$1,286.04"
ORD200218,8/10/2023,C11665,Tablet,3,$112.46,882 Main St,Gift Card,Shipped,TRK10993930,6,SAVE10,Instagram,$337.38
ORD200219,8/11/2023,C48946,Laptop,5,$61.97,457 Main St,Cash,Delivered,TRK99387220,6,SAVE10,Email,$309.85
ORD200220,8/12/2023,C79506,Laptop,2,$373.17,497 Main St,Credit Card,Pending,TRK95188748,6,SAVE10,Referral,$746.34
ORD200221,8/13/2023,C93473,Tablet,5,$639.37,552 Main St,Debit Card,Pending,TRK50003989,6,,Google,"$3,196.85"
ORD200222,8/14/2023,C43124,Chair,4,$693.36,931 Main St,Online,Shipped,TRK17293348,8,SAVE10,Instagram,"$2,773.44"
ORD200223,8/15/2023,C22783,Phone,4,$692.91,673 Main St,Credit Card,Pending,TRK55009149,9,SAVE10,Instagram,"$2,771.64"
ORD200224,8/16/2023,C18567,Printer,4,$91.46,507 Main St,Cash,Cancelled,TRK17554673,9,SAVE10,Referral,$365.84
ORD200225,8/17/2023,C99879,Phone,3,$273.96,692 Main St,Debit Card,Returned,TRK50246700,8,,Google,$821.88
ORD200226,8/18/2023,C31501,Desk,3,$588.05,242 Main St,Gift Card,Delivered,TRK93063929,8,FREESHIP,Instagram,"$1,764.15"
ORD200227,8/19/2023,C93220,Monitor,2,$365.17,353 Main St,Online,Cancelled,TRK89023251,4,,Facebook,$730.34
ORD200228,8/20/2023,C57867,Chair,4,$385.92,579 Main St,Credit Card,Cancelled,TRK92055007,8,WINTER15,Instagram,"$1,543.68"
ORD200229,8/21/2023,C62622,Tablet,1,$562.61,762 Main St,Credit Card,Delivered,TRK70997648,3,WINTER15,Facebook,$562.61
ORD200230,8/22/2023,C94595,Desk,4,$61.91,948 Main St,Gift Card,Delivered,TRK24497305,6,FREESHIP,Email,$247.64
ORD200231,8/23/2023,C30955,Phone,4,$41.90,327 Main St,Gift Card,Pending,TRK46898848,9,WINTER15,Instagram,$167.60
ORD200232,8/24/2023,C20731,Printer,4,$444.44,610 Main St,Debit Card,Cancelled,TRK75568437,8,WINTER15,Google,"$1,777.76"
ORD200233,8/25/2023,C30168,Phone,3,$311.33,146 Main St,Cash,Cancelled,TRK73699939,3,SAVE10,Instagram,$933.99
ORD200234,8/26/2023,C79842,Printer,4,$236.41,337 Main St,Debit Card,Pending,TRK26957950,7,WINTER15,Google,$945.64
ORD200235,8/27/2023,C32854,Desk,1,$65.45,815 Main St,Cash,Pending,TRK30009218,2,WINTER15,Google,$65.45
ORD200236,8/28/2023,C14847,Monitor,1,$318.81,562 Main St,Debit Card,Pending,TRK39663243,3,FREESHIP,Email,$318.81
ORD200237,8/29/2023,C88645,Monitor,3,$583.72,783 Main St,Credit Card,Shipped,TRK74097570,5,WINTER15,Facebook,"$1,751.16"
ORD200238,8/30/2023,C66149,Desk,4,$384.32,770 Main St,Credit Card,Pending,TRK76307307,6,FREESHIP,Google,"$1,537.28"
ORD200239,8/31/2023,C20256,Tablet,3,$538.74,456 Main St,Online,Shipped,TRK71127943,6,FREESHIP,Email,"$1,616.22"
ORD200240,9/1/2023,C14983,Tablet,1,$17.24,255 Main St,Online,Pending,TRK93444157,2,SAVE10,Instagram,$17.24
ORD200241,9/2/2023,C20817,Chair,5,$615.67,407 Main St,Online,Pending,TRK44164590,6,SAVE10,Email,"$3,078.35"
ORD200242,9/3/2023,C94921,Printer,2,$219.10,134 Main St,Online,Pending,TRK97794327,4,FREESHIP,Referral,$438.20
ORD200243,9/4/2023,C54725,Chair,2,$144.66,506 Main St,Online,Cancelled,TRK30601940,7,WINTER15,Google,$289.32
ORD200244,9/5/2023,C98096,Desk,2,$317.77,838 Main St,Debit Card,Cancelled,TRK51518631,4,,Facebook,$635.54
ORD200245,9/6/2023,C12667,Laptop,1,$223.30,306 Main St,Online,Returned,TRK25390491,1,WINTER15,Facebook,$223.30
ORD200246,9/7/2023,C55354,Desk,2,$342.11,164 Main St,Gift Card,Shipped,TRK15439493,2,,Instagram,$684.22
ORD200247,9/8/2023,C14600,Printer,2,$220.90,785 Main St,Gift Card,Shipped,TRK84984764,4,FREESHIP,Email,$441.80
ORD200248,9/9/2023,C97187,Laptop,1,$670.54,471 Main St,Cash,Shipped,TRK62283713,6,FREESHIP,Referral,$670.54
ORD200249,9/10/2023,C39106,Printer,1,$546.19,245 Main St,Cash,Pending,TRK35464433,5,SAVE10,Referral,$546.19
ORD200250,9/11/2023,C93379,Desk,3,$42.95,318 Main St,Gift Card,Returned,TRK67954150,8,,Email,$128.85
ORD200251,9/12/2023,C93175,Monitor,4,$14.69,814 Main St,Cash,Cancelled,TRK32995144,9,FREESHIP,Email,$58.76
ORD200252,9/13/2023,C19648,Phone,4,$668.36,821 Main St,Gift Card,Cancelled,TRK51297879,5,FREESHIP,Facebook,"$2,673.44"
ORD200253,9/14/2023,C14891,Chair,4,$413.74,743 Main St,Gift Card,Returned,TRK79471534,7,,Instagram,"$1,654.96"
ORD200254,9/15/2023,C10866,Monitor,3,$263.19,770 Main St,Online,Delivered,TRK34809583,5,SAVE10,Instagram,$789.57
ORD200255,9/16/2023,C47283,Monitor,1,$263.96,806 Main St,Gift Card,Returned,TRK56235117,2,WINTER15,Google,$263.96
ORD200256,9/17/2023,C94323,Chair,5,$75.81,463 Main St,Gift Card,Returned,TRK22663277,10,SAVE10,Instagram,$379.05
ORD200257,9/18/2023,C89732,Phone,1,$406.22,712 Main St,Credit Card,Cancelled,TRK41059233,5,FREESHIP,Referral,$406.22
ORD200258,9/19/2023,C87764,Tablet,2,$103.41,294 Main St,Online,Shipped,TRK94082469,2,SAVE10,Referral,$206.82
ORD200259,9/20/2023,C20977,Chair,4,$435.12,636 Main St,Credit Card,Delivered,TRK54991561,9,,Instagram,"$1,740.48"
ORD200260,9/21/2023,C12245,Monitor,2,$407.79,153 Main St,Debit Card,Shipped,TRK22000463,3,SAVE10,Google,$815.58
ORD200261,9/22/2023,C68976,Phone,5,$173.65,460 Main St,Gift Card,Delivered,TRK25491356,9,WINTER15,Email,$868.25
ORD200262,9/23/2023,C69476,Phone,4,$249.07,642 Main St,Credit Card,Returned,TRK65869386,5,WINTER15,Referral,$996.28
ORD200263,9/24/2023,C71040,Phone,4,$434.85,250 Main St,Credit Card,Pending,TRK41397604,4,FREESHIP,Google,"$1,739.40"
ORD200264,9/25/2023,C71035,Tablet,1,$436.77,977 Main St,Cash,Returned,TRK19599578,5,SAVE10,Google,$436.77
ORD200265,9/26/2023,C20752,Printer,1,$572.13,150 Main St,Debit Card,Cancelled,TRK22298450,4,FREESHIP,Google,$572.13
ORD200266,9/27/2023,C38840,Chair,4,$583.07,589 Main St,Credit Card,Cancelled,TRK48484633,6,,Referral,"$2,332.28"
ORD200267,9/28/2023,C84480,Chair,5,$468.51,803 Main St,Debit Card,Delivered,TRK62361867,9,SAVE10,Facebook,"$2,342.55"
ORD200268,9/29/2023,C37032,Phone,2,$423.88,655 Main St,Debit Card,Delivered,TRK48639226,7,FREESHIP,Referral,$847.76
ORD200269,9/30/2023,C48942,Tablet,4,$663.67,129 Main St,Credit Card,Pending,TRK29355120,7,WINTER15,Google,"$2,654.68"
ORD200270,10/1/2023,C13540,Printer,4,$309.91,127 Main St,Debit Card,Shipped,TRK81087373,5,WINTER15,Google,"$1,239.64"
ORD200271,10/2/2023,C59572,Monitor,1,$542.07,791 Main St,Cash,Shipped,TRK16792991,6,WINTER15,Referral,$542.07
ORD200272,10/3/2023,C29758,Chair,2,$399.32,119 Main St,Online,Pending,TRK12990043,6,FREESHIP,Instagram,$798.64
ORD200273,10/4/2023,C11849,Tablet,2,$238.25,974 Main St,Online,Cancelled,TRK91195261,7,SAVE10,Email,$476.50
ORD200274,10/5/2023,C50967,Phone,2,$182.40,884 Main St,Gift Card,Cancelled,TRK65300814,5,SAVE10,Referral,$364.80
ORD200275,10/6/2023,C80735,Chair,2,$65.07,360 Main St,Credit Card,Cancelled,TRK99880231,4,WINTER15,Google,$130.14
ORD200276,10/7/2023,C99050,Printer,2,$600.57,654 Main St,Debit Card,Returned,TRK56927089,3,SAVE10,Instagram,"$1,201.14"
ORD200277,10/8/2023,C11210,Chair,5,$90.92,910 Main St,Credit Card,Delivered,TRK44929965,9,FREESHIP,Facebook,$454.60
ORD200278,10/9/2023,C46015,Laptop,5,$362.46,299 Main St,Cash,Delivered,TRK46598430,6,WINTER15,Instagram,"$1,812.30"
ORD200279,10/10/2023,C69167,Chair,3,$55.01,263 Main St,Online,Pending,TRK12425655,7,FREESHIP,Email,$165.03
ORD200280,10/11/2023,C55388,Tablet,3,$404.62,740 Main St,Gift Card,Delivered,TRK75741001,6,,Instagram,"$1,213.86"
ORD200281,10/12/2023,C87181,Desk,4,$654.79,195 Main St,Cash,Pending,TRK60093390,9,FREESHIP,Referral,"$2,619.16"
ORD200282,10/13/2023,C30411,Printer,4,$637.79,375 Main St,Gift Card,Cancelled,TRK71810536,9,,Google,"$2,551.16"
ORD200283,10/14/2023,C39638,Laptop,4,$540.33,990 Main St,Cash,Shipped,TRK69745608,6,SAVE10,Google,"$2,161.32"
ORD200284,10/15/2023,C27203,Laptop,5,$208.17,516 Main St,Credit Card,Returned,TRK22023906,6,,Facebook,"$1,040.85"
ORD200285,10/16/2023,C67583,Phone,1,$338.31,974 Main St,Online,Delivered,TRK93281700,3,WINTER15,Google,$338.31
ORD200286,10/17/2023,C70554,Monitor,3,$139.45,187 Main St,Gift Card,Returned,TRK61086952,8,,Google,$418.35
ORD200287,10/18/2023,C70437,Chair,4,$655.18,630 Main St,Online,Shipped,TRK26628830,5,WINTER15,Facebook,"$2,620.72"
ORD200288,10/19/2023,C97643,Laptop,4,$512.75,537 Main St,Debit Card,Returned,TRK60831391,8,WINTER15,Google,"$2,051.00"
ORD200289,10/20/2023,C17136,Chair,4,$160.49,333 Main St,Credit Card,Shipped,TRK55362541,8,FREESHIP,Referral,$641.96
ORD200290,10/21/2023,C24901,Chair,3,$99.90,258 Main St,Cash,Delivered,TRK14029489,8,FREESHIP,Facebook,$299.70
ORD200291,10/22/2023,C61521,Phone,2,$345.01,670 Main St,Credit Card,Delivered,TRK93676567,6,,Google,$690.02
ORD200292,10/23/2023,C39639,Monitor,1,$65.95,185 Main St,Credit Card,Delivered,TRK31042152,5,,Facebook,$65.95
ORD200293,10/24/2023,C33220,Tablet,4,$463.04,564 Main St,Gift Card,Returned,TRK40450219,9,SAVE10,Instagram,"$1,852.16"
ORD200294,10/25/2023,C65414,Phone,2,$297.71,208 Main St,Online,Shipped,TRK67562517,7,FREESHIP,Referral,$595.42
ORD200295,10/26/2023,C49009,Printer,5,$107.48,278 Main St,Debit Card,Cancelled,TRK46285799,9,WINTER15,Email,$537.40
ORD200296,10/27/2023,C48453,Desk,5,$638.80,434 Main St,Debit Card,Cancelled,TRK52110494,10,SAVE10,Referral,"$3,194.00"
ORD200297,10/28/2023,C68078,Desk,2,$493.88,252 Main St,Credit Card,Returned,TRK64862812,7,,Instagram,$987.76
ORD200298,10/29/2023,C19402,Printer,4,$301.17,267 Main St,Online,Cancelled,TRK97825212,6,FREESHIP,Email,"$1,204.68"
ORD200299,10/30/2023,C30711,Monitor,1,$278.66,856 Main St,Gift Card,Cancelled,TRK42696593,2,FREESHIP,Instagram,$278.66
ORD200300,10/31/2023,C39000,Phone,1,$287.46,894 Main St,Debit Card,Returned,TRK33753945,3,SAVE10,Facebook,$287.46
ORD200301,11/1/2023,C31105,Chair,1,$583.99,726 Main St,Cash,Cancelled,TRK40149095,2,FREESHIP,Email,$583.99
ORD200302,11/2/2023,C29432,Chair,3,$468.74,121 Main St,Cash,Pending,TRK44142517,4,,Instagram,"$1,406.22"
ORD200303,11/3/2023,C48531,Tablet,1,$30.54,368 Main St,Debit Card,Returned,TRK95462192,1,FREESHIP,Google,$30.54
ORD200304,11/4/2023,C86762,Monitor,5,$408.73,326 Main St,Gift Card,Delivered,TRK75686292,10,FREESHIP,Instagram,"$2,043.65"
ORD200305,11/5/2023,C63822,Laptop,4,$126.89,235 Main St,Cash,Pending,TRK59353216,9,SAVE10,Instagram,$507.56
ORD200306,11/6/2023,C70495,Printer,2,$57.07,238 Main St,Debit Card,Returned,TRK65511225,3,,Instagram,$114.14
ORD200307,11/7/2023,C92407,Laptop,3,$557.41,135 Main St,Online,Delivered,TRK11755610,4,SAVE10,Email,"$1,672.23"
ORD200308,11/8/2023,C75888,Printer,3,$448.90,790 Main St,Debit Card,Returned,TRK98467398,7,FREESHIP,Instagram,"$1,346.70"
ORD200309,11/9/2023,C63153,Chair,4,$549.76,625 Main St,Debit Card,Delivered,TRK38033305,4,,Facebook,"$2,199.04"
ORD200310,11/10/2023,C85863,Printer,3,$132.48,968 Main St,Online,Shipped,TRK16094218,4,,Referral,$397.44
ORD200311,11/11/2023,C71698,Desk,5,$489.37,274 Main St,Online,Returned,TRK34786818,8,FREESHIP,Instagram,"$2,446.85"
ORD200312,11/12/2023,C35397,Printer,5,$66.31,579 Main St,Gift Card,Pending,TRK64742535,7,SAVE10,Referral,$331.55
ORD200313,11/13/2023,C67687,Chair,2,$434.30,978 Main St,Cash,Delivered,TRK22838735,7,FREESHIP,Instagram,$868.60
ORD200314,11/14/2023,C29931,Desk,4,$153.09,540 Main St,Online,Delivered,TRK48712417,4,FREESHIP,Referral,$612.36
ORD200315,11/15/2023,C59139,Tablet,5,$91.67,301 Main St,Online,Cancelled,TRK45507090,9,WINTER15,Email,$458.35
ORD200316,11/16/2023,C66078,Desk,4,$275.28,101 Main St,Gift Card,Shipped,TRK86474559,9,,Facebook,"$1,101.12"
ORD200317,11/17/2023,C88370,Monitor,2,$139.95,339 Main St,Online,Returned,TRK22575151,5,SAVE10,Instagram,$279.90
ORD200318,11/18/2023,C93375,Chair,3,$148.72,317 Main St,Debit Card,Cancelled,TRK95706967,7,,Google,$446.16
ORD200319,11/19/2023,C53049,Laptop,2,$563.06,413 Main St,Cash,Returned,TRK48974907,6,FREESHIP,Instagram,"$1,126.12"
ORD200320,11/20/2023,C55590,Printer,1,$625.51,772 Main St,Credit Card,Shipped,TRK48792951,1,WINTER15,Facebook,$625.51
ORD200321,11/21/2023,C47086,Phone,4,$152.29,135 Main St,Debit Card,Cancelled,TRK44194358,6,SAVE10,Google,$609.16
ORD200322,11/22/2023,C48646,Phone,5,$231.82,339 Main St,Debit Card,Delivered,TRK18233748,6,SAVE10,Facebook,"$1,159.10"
ORD200323,11/23/2023,C29416,Laptop,1,$150.17,414 Main St,Debit Card,Returned,TRK63820842,1,,Referral,$150.17
ORD200324,11/24/2023,C13525,Tablet,3,$70.93,847 Main St,Debit Card,Returned,TRK70193221,5,,Referral,$212.79
ORD200325,11/25/2023,C53545,Desk,3,$361.39,665 Main St,Credit Card,Shipped,TRK61123177,8,SAVE10,Referral,"$1,084.17"
ORD200326,11/26/2023,C65986,Laptop,5,$670.48,273 Main St,Gift Card,Returned,TRK98353867,5,SAVE10,Facebook,"$3,352.40"
ORD200327,11/27/2023,C17302,Phone,1,$359.99,385 Main St,Gift Card,Cancelled,TRK43940016,5,SAVE10,Email,$359.99
ORD200328,11/28/2023,C18404,Tablet,5,$674.04,546 Main St,Online,Cancelled,TRK89401624,7,,Google,"$3,370.20"
ORD200329,11/29/2023,C88371,Chair,4,$283.16,306 Main St,Credit Card,Shipped,TRK63224811,6,SAVE10,Google,"$1,132.64"
ORD200330,11/30/2023,C38068,Desk,5,$260.53,532 Main St,Gift Card,Pending,TRK54059198,5,SAVE10,Instagram,"$1,302.65"
ORD200331,12/1/2023,C78724,Printer,3,$422.13,187 Main St,Online,Delivered,TRK25703134,7,SAVE10,Facebook,"$1,266.39"
ORD200332,12/2/2023,C26163,Desk,5,$125.02,607 Main St,Debit Card,Pending,TRK67499316,9,WINTER15,Google,$625.10
ORD200333,12/3/2023,C87124,Phone,1,$198.51,818 Main St,Credit Card,Returned,TRK52086740,5,WINTER15,Instagram,$198.51
ORD200334,12/4/2023,C90348,Chair,4,$224.75,728 Main St,Online,Delivered,TRK20635777,7,,Facebook,$899.00
ORD200335,12/5/2023,C58721,Tablet,3,$205.86,978 Main St,Gift Card,Shipped,TRK34801199,4,SAVE10,Email,$617.58
ORD200336,12/6/2023,C88174,Laptop,1,$18.20,441 Main St,Debit Card,Pending,TRK10143345,4,WINTER15,Instagram,$18.20
ORD200337,12/7/2023,C77763,Tablet,3,$502.77,599 Main St,Debit Card,Returned,TRK66980447,8,,Email,"$1,508.31"
ORD200338,12/8/2023,C53627,Phone,5,$305.49,704 Main St,Debit Card,Shipped,TRK64112352,10,SAVE10,Referral,"$1,527.45"
ORD200339,12/9/2023,C84563,Printer,2,$236.33,398 Main St,Online,Pending,TRK62422797,3,,Instagram,$472.66
ORD200340,12/10/2023,C76207,Laptop,5,$521.25,826 Main St,Cash,Cancelled,TRK25569378,8,WINTER15,Email,"$2,606.25"
ORD200341,12/11/2023,C94671,Tablet,1,$167.15,293 Main St,Gift Card,Shipped,TRK61357272,5,,Email,$167.15
ORD200342,12/12/2023,C69994,Monitor,5,$466.42,619 Main St,Gift Card,Returned,TRK95935805,5,FREESHIP,Referral,"$2,332.10"
ORD200343,12/13/2023,C64638,Printer,1,$527.57,919 Main St,Debit Card,Pending,TRK64087938,3,SAVE10,Facebook,$527.57
ORD200344,12/14/2023,C95623,Tablet,3,$623.34,248 Main St,Online,Cancelled,TRK67558189,3,FREESHIP,Instagram,"$1,870.02"
ORD200345,12/15/2023,C24751,Tablet,5,$501.26,259 Main St,Gift Card,Shipped,TRK37285406,10,,Referral,"$2,506.30"
ORD200346,12/16/2023,C31764,Tablet,1,$655.09,876 Main St,Cash,Pending,TRK44680433,6,SAVE10,Referral,$655.09
ORD200347,12/17/2023,C83556,Printer,4,$264.79,380 Main St,Credit Card,Pending,TRK21109187,5,FREESHIP,Google,"$1,059.16"
ORD200348,12/18/2023,C24369,Laptop,3,$359.73,885 Main St,Debit Card,Returned,TRK72633998,7,FREESHIP,Email,"$1,079.19"
ORD200349,12/19/2023,C39648,Chair,1,$465.33,824 Main St,Gift Card,Delivered,TRK56016905,2,,Google,$465.33
ORD200350,12/20/2023,C13296,Chair,2,$54.41,495 Main St,Online,Shipped,TRK60127216,6,,Instagram,$108.82
ORD200351,12/21/2023,C94248,Laptop,1,$64.66,494 Main St,Debit Card,Delivered,TRK89406816,4,WINTER15,Instagram,$64.66
ORD200352,12/22/2023,C26637,Chair,5,$173.96,995 Main St,Debit Card,Pending,TRK59546992,8,FREESHIP,Instagram,$869.80
ORD200353,12/23/2023,C16012,Tablet,1,$630.82,171 Main St,Online,Delivered,TRK15195225,5,,Google,$630.82
ORD200354,12/24/2023,C31772,Phone,1,$693.41,992 Main St,Debit Card,Shipped,TRK11970357,4,FREESHIP,Instagram,$693.41
ORD200355,12/25/2023,C18353,Tablet,3,$433.33,677 Main St,Credit Card,Cancelled,TRK78766533,4,FREESHIP,Referral,"$1,299.99"
ORD200356,12/26/2023,C26966,Printer,5,$374.58,907 Main St,Gift Card,Cancelled,TRK83889574,10,FREESHIP,Instagram,"$1,872.90"
ORD200357,12/27/2023,C74982,Laptop,5,$408.56,398 Main St,Debit Card,Delivered,TRK98700702,8,SAVE10,Instagram,"$2,042.80"
ORD200358,12/28/2023,C70633,Tablet,2,$183.67,747 Main St,Online,Cancelled,TRK82540521,3,WINTER15,Google,$367.34
ORD200359,12/29/2023,C95643,Desk,4,$606.57,303 Main St,Debit Card,Delivered,TRK23286689,5,,Referral,"$2,426.28"
ORD200360,12/30/2023,C53810,Phone,4,$589.57,779 Main St,Cash,Pending,TRK34630612,8,SAVE10,Instagram,"$2,358.28"
ORD200361,12/31/2023,C53464,Printer,5,$659.85,197 Main St,Credit Card,Delivered,TRK32743531,9,WINTER15,Facebook,"$3,299.25"
ORD200362,1/1/2024,C53697,Monitor,4,$206.84,312 Main St,Cash,Cancelled,TRK60476656,5,SAVE10,Instagram,$827.36
ORD200363,1/2/2024,C31668,Laptop,5,$113.87,871 Main St,Credit Card,Pending,TRK42584392,6,FREESHIP,Email,$569.35
ORD200364,1/3/2024,C85282,Phone,5,$628.74,740 Main St,Cash,Cancelled,TRK86767206,9,SAVE10,Facebook,"$3,143.70"
ORD200365,1/4/2024,C56796,Phone,1,$678.38,607 Main St,Credit Card,Cancelled,TRK74263180,4,,Referral,$678.38
ORD200366,1/5/2024,C95213,Printer,3,$602.24,603 Main St,Debit Card,Pending,TRK40630538,8,FREESHIP,Referral,"$1,806.72"
ORD200367,1/6/2024,C13108,Laptop,5,$658.77,712 Main St,Gift Card,Pending,TRK82284400,10,,Instagram,"$3,293.85"
ORD200368,1/7/2024,C85322,Monitor,3,$271.02,403 Main St,Credit Card,Cancelled,TRK89728869,6,SAVE10,Google,$813.06
ORD200369,1/8/2024,C43545,Monitor,5,$375.25,216 Main St,Gift Card,Pending,TRK73937402,9,WINTER15,Email,"$1,876.25"
ORD200370,1/9/2024,C80649,Phone,1,$312.11,870 Main St,Online,Cancelled,TRK41143313,4,FREESHIP,Facebook,$312.11
ORD200371,1/10/2024,C59752,Phone,5,$307.76,179 Main St,Gift Card,Pending,TRK82229639,9,,Google,"$1,538.80"
ORD200372,1/11/2024,C53645,Chair,3,$483.53,166 Main St,Cash,Returned,TRK12123939,4,FREESHIP,Referral,"$1,450.59"
ORD200373,1/12/2024,C60178,Laptop,3,$341.15,969 Main St,Cash,Pending,TRK84505143,4,WINTER15,Instagram,"$1,023.45"
ORD200374,1/13/2024,C20286,Monitor,1,$571.90,129 Main St,Gift Card,Pending,TRK67648338,1,FREESHIP,Instagram,$571.90
ORD200375,1/14/2024,C87547,Monitor,4,$95.03,400 Main St,Online,Shipped,TRK71027262,8,FREESHIP,Facebook,$380.12
ORD200376,1/15/2024,C64549,Monitor,5,$201.22,341 Main St,Debit Card,Pending,TRK20788231,6,WINTER15,Facebook,"$1,006.10"
ORD200377,1/16/2024,C24884,Monitor,1,$260.26,625 Main St,Online,Pending,TRK44538419,5,WINTER15,Instagram,$260.26
ORD200378,1/17/2024,C62666,Chair,5,$64.50,148 Main St,Credit Card,Pending,TRK91029390,8,,Instagram,$322.50
ORD200379,1/18/2024,C47284,Phone,3,$297.67,500 Main St,Online,Shipped,TRK85756094,6,SAVE10,Google,$893.01
ORD200380,1/19/2024,C35355,Printer,4,$331.90,127 Main St,Cash,Pending,TRK52935059,5,FREESHIP,Instagram,"$1,327.60"
ORD200381,1/20/2024,C29467,Chair,1,$191.76,223 Main St,Credit Card,Returned,TRK98103385,1,SAVE10,Instagram,$191.76
ORD200382,1/21/2024,C26718,Printer,4,$263.09,272 Main St,Debit Card,Shipped,TRK91702525,8,SAVE10,Google,"$1,052.36"
ORD200383,1/22/2024,C18944,Chair,4,$393.80,837 Main St,Credit Card,Pending,TRK45275439,7,FREESHIP,Email,"$1,575.20"
ORD200384,1/23/2024,C35628,Chair,3,$553.57,147 Main St,Credit Card,Returned,TRK45688220,4,FREESHIP,Facebook,"$1,660.71"
ORD200385,1/24/2024,C56851,Chair,5,$191.63,752 Main St,Gift Card,Delivered,TRK65290904,6,,Facebook,$958.15
ORD200386,1/25/2024,C12421,Tablet,1,$93.02,373 Main St,Online,Returned,TRK32588504,4,WINTER15,Email,$93.02
ORD200387,1/26/2024,C25316,Printer,2,$39.53,904 Main St,Credit Card,Shipped,TRK55423551,3,WINTER15,Google,$79.06
ORD200388,1/27/2024,C22657,Printer,3,$633.97,152 Main St,Cash,Pending,TRK49157047,7,FREESHIP,Facebook,"$1,901.91"
ORD200389,1/28/2024,C29703,Desk,4,$697.50,558 Main St,Cash,Shipped,TRK40543461,7,FREESHIP,Referral,"$2,790.00"
ORD200390,1/29/2024,C55996,Printer,5,$508.69,885 Main St,Cash,Delivered,TRK30547638,10,FREESHIP,Google,"$2,543.45"
ORD200391,1/30/2024,C60037,Laptop,2,$527.46,516 Main St,Debit Card,Cancelled,TRK82009557,3,WINTER15,Referral,"$1,054.92"
ORD200392,1/31/2024,C95100,Phone,1,$627.20,197 Main St,Online,Delivered,TRK47366265,1,,Email,$627.20
ORD200393,2/1/2024,C39906,Printer,1,$75.01,921 Main St,Credit Card,Returned,TRK24632134,3,,Google,$75.01
ORD200394,2/2/2024,C70148,Desk,5,$529.55,359 Main St,Gift Card,Shipped,TRK34848650,10,SAVE10,Facebook,"$2,647.75"
ORD200395,2/3/2024,C30010,Phone,3,$127.41,830 Main St,Gift Card,Delivered,TRK35386084,7,SAVE10,Referral,$382.23
ORD200396,2/4/2024,C99217,Tablet,5,$287.13,778 Main St,Online,Shipped,TRK82004594,10,WINTER15,Email,"$1,435.65"
ORD200397,2/5/2024,C30184,Monitor,1,$427.06,987 Main St,Online,Cancelled,TRK86674704,1,SAVE10,Referral,$427.06
ORD200398,2/6/2024,C50275,Phone,5,$53.93,729 Main St,Gift Card,Shipped,TRK98925264,7,FREESHIP,Instagram,$269.65
ORD200399,2/7/2024,C64641,Tablet,5,$423.93,319 Main St,Debit Card,Returned,TRK32012588,5,WINTER15,Facebook,"$2,119.65"
ORD200400,2/8/2024,C56266,Desk,4,$160.22,304 Main St,Debit Card,Returned,TRK60088901,9,,Instagram,$640.88
ORD200401,2/9/2024,C98635,Printer,1,$538.68,197 Main St,Debit Card,Returned,TRK14225465,6,,Referral,$538.68
